title,console,total_sale,na_sale,pal_sale,japan_sale,other_sale
Speed Punks    ,PS,0.20m,0.11m,0.08m,N/A,0.01m
3rd Super Robot Wars Z: Tengoku-Hen    ,PSV,0.20m,N/A,N/A,0.20m,N/A
Cabela's Survival: Shadows of Katmai    ,Wii,0.20m,0.14m,0.04m,N/A,0.01m
The Legend of Heroes: Ao no Kiseki    ,PSP,0.20m,N/A,N/A,0.20m,N/A
Clive Barker's Jericho    ,PS3,0.20m,0.17m,0.01m,N/A,0.02m
Warriors Orochi    ,PSP,0.20m,0.02m,0.00m,0.18m,0.00m
MVP Baseball 2003    ,XB,0.20m,0.15m,0.04m,N/A,0.01m
Earth Defense Force: Insect Armageddon    ,PS3,0.20m,0.06m,0.04m,0.08m,0.02m
NCAA Final Four 2004    ,PS2,0.20m,0.10m,0.08m,N/A,0.03m
NBA 07    ,PSP,0.20m,0.18m,N/A,N/A,0.02m
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe    ",XB,0.20m,0.15m,0.04m,N/A,0.01m
Body Harvest    ,N64,0.20m,0.16m,0.04m,N/A,0.00m
Disney's Tarzan    ,N64,0.20m,0.16m,0.04m,N/A,0.00m
Famista 64    ,N64,0.20m,N/A,N/A,0.17m,0.03m
Magical Tetris Challenge    ,N64,0.20m,0.13m,0.02m,0.05m,0.00m
Roadsters 99    ,N64,0.20m,0.06m,0.13m,N/A,0.01m
San Francisco Rush 2049    ,N64,0.20m,0.16m,0.04m,N/A,0.00m
Snowboard Kids    ,N64,0.20m,0.16m,0.04m,N/A,0.00m
South Park Rally    ,N64,0.20m,0.16m,0.04m,N/A,0.00m
Super Robot Taisen 64    ,N64,0.20m,N/A,N/A,0.20m,0.00m
Tigger's Honey Hunt    ,N64,0.20m,0.16m,0.04m,N/A,0.00m
Twisted Edge Extreme Snowboarding    ,N64,0.20m,0.16m,0.04m,N/A,0.00m
IHRA Drag Racing 2004    ,XB,0.20m,0.15m,0.04m,N/A,0.01m
Treasure World    ,DS,0.20m,0.18m,N/A,N/A,0.02m
Shining Hearts    ,PSP,0.20m,N/A,N/A,0.20m,N/A
SingStar: Back to the 80s    ,PS3,0.20m,N/A,0.16m,N/A,0.04m
Marvel: Ultimate Alliance 2    ,DS,0.20m,0.16m,0.03m,N/A,0.02m
Sid Meier's Pirates!    ,PSP,0.20m,0.16m,0.01m,N/A,0.02m
Cabela's North American Adventures    ,Wii,0.20m,0.19m,N/A,N/A,0.01m
Front Mission Evolved    ,X360,0.20m,0.10m,0.07m,0.02m,0.02m
Jissen Pachi-Slot Hisshouhou! Aladdin A    ,PS2,0.20m,N/A,N/A,0.20m,N/A
Ford Racing Off Road    ,PS2,0.20m,0.10m,0.08m,N/A,0.03m
Namco Museum: 50th Anniversary    ,GBA,0.20m,0.14m,0.05m,N/A,0.00m
Nobunaga no Yabou: Reppuuden    ,PS,0.20m,N/A,N/A,0.19m,0.01m
Ashes Cricket 2009    ,X360,0.20m,N/A,0.19m,N/A,0.01m
The BIGS 2    ,PS2,0.20m,0.10m,0.08m,N/A,0.03m
Sleeping Dogs: Definitive Edition    ,XOne,0.20m,0.10m,0.09m,N/A,0.02m
Project CARS 2    ,XOne,0.20m,0.01m,0.18m,N/A,0.01m
Press Your Luck 2010 Edition    ,DS,0.20m,0.19m,N/A,N/A,0.01m
Mat Hoffman's Pro BMX 2    ,XB,0.20m,0.15m,0.04m,N/A,0.01m
Treasure Hunter G    ,SNES,0.20m,N/A,N/A,0.20m,N/A
From Russia With Love    ,XB,0.20m,0.15m,0.04m,N/A,0.01m
Wing Arms    ,SAT,0.20m,N/A,N/A,0.20m,N/A
Marvel Super Hero Squad: Comic Combat    ,PS3,0.20m,0.11m,0.05m,N/A,0.03m
Pro Yakyuu Spirits 2013    ,PS3,0.20m,N/A,N/A,0.20m,N/A
Titanfall 2    ,PC,0.20m,0.06m,0.12m,N/A,0.01m
Cabela's Big Game Hunter (2008)    ,PS2,0.20m,0.10m,0.08m,N/A,0.03m
Record of Agarest War    ,X360,0.20m,0.18m,N/A,0.01m,0.01m
Ridge Racer 6    ,X360,0.20m,0.10m,0.02m,0.07m,0.01m
The Cheetah Girls: Passport to Stardom    ,DS,0.20m,0.18m,N/A,N/A,0.01m
Grandia II    ,DC,0.20m,N/A,N/A,0.20m,0.00m
Namco Museum Vol.4    ,PS,0.20m,0.02m,0.01m,0.16m,0.01m
Classic NES Series: Ice Climber    ,GBA,0.20m,N/A,N/A,0.20m,N/A
Neighborhood Games    ,Wii,0.20m,0.17m,0.02m,N/A,0.01m
Shark Tale    ,XB,0.20m,0.15m,0.04m,N/A,0.01m
UFC Personal Trainer: The Ultimate Fitness System    ,Wii,0.20m,0.12m,0.06m,N/A,0.02m
NFL Street 2    ,GC,0.20m,0.15m,0.04m,N/A,0.01m
Atelier Shallie: Alchemists of the Dusk Sea    ,PS3,0.20m,0.07m,0.03m,0.08m,0.02m
God Eater Resurrection    ,PSV,0.20m,N/A,N/A,0.20m,N/A
Pro Yakyuu Spirits 2013    ,PSP,0.20m,N/A,N/A,0.20m,N/A
My Secret World by Imagine    ,DS,0.20m,N/A,0.20m,N/A,N/A
Teenage Mutant Ninja Turtles 3: Mutant Nightmare    ,PS2,0.20m,0.10m,0.08m,N/A,0.03m
Gladius    ,PS2,0.20m,0.10m,0.08m,N/A,0.03m
CSI: Unsolved!    ,DS,0.20m,0.13m,0.05m,N/A,0.02m
Skylanders: SuperChargers Racing    ,3DS,0.20m,0.11m,0.07m,N/A,0.02m
Untold Legends: Dark Kingdom    ,PS3,0.20m,0.14m,0.02m,0.02m,0.02m
Dave Mirra Freestyle BMX 2    ,XB,0.20m,0.15m,0.04m,N/A,0.01m
Dante's Inferno    ,PSP,0.20m,0.12m,0.04m,0.01m,0.02m
Soldier of Fortune: Payback    ,X360,0.20m,0.18m,0.00m,N/A,0.02m
Arcana Heart 3    ,PS3,0.20m,0.04m,0.05m,0.10m,0.02m
Pro Yakyuu Spirits 2012    ,PSP,0.20m,N/A,N/A,0.20m,N/A
SpongeBob SquarePants: Revenge of the Flying Dutchman    ,GC,0.20m,0.15m,0.04m,N/A,0.01m
Afro Samurai    ,PS3,0.20m,0.12m,0.05m,N/A,0.03m
Taiko no Tatsujin: Go! Go! Godaime    ,PS2,0.20m,N/A,N/A,0.20m,N/A
Taiko Drum Master    ,PS2,0.20m,0.10m,0.08m,N/A,0.03m
Bust-A-Move 2 Arcade Edition    ,PS,0.20m,0.11m,0.07m,N/A,0.01m
Bleach: The 3rd Phantom    ,DS,0.20m,0.10m,0.02m,0.07m,0.01m
Solatorobo: Red the Hunter    ,DS,0.20m,0.08m,0.04m,0.07m,0.01m
Tetris Worlds (Online Edition)    ,XB,0.20m,0.15m,0.04m,N/A,0.01m
Forgotten Realms: Demon Stone    ,PS2,0.20m,0.10m,0.08m,N/A,0.03m
Super Baseball Simulator 1.000    ,SNES,0.20m,N/A,N/A,0.20m,0.00m
Battleborn    ,PC,0.20m,0.12m,0.06m,N/A,0.02m
Looney Tunes: Space Race    ,PS2,0.20m,0.10m,0.08m,N/A,0.03m
Two Worlds II    ,PC,0.20m,0.09m,0.09m,N/A,0.02m
Just Dance 2: Extra Songs    ,Wii,0.20m,N/A,0.17m,N/A,0.03m
Puzzle Challenge: Crosswords and More!    ,PSP,0.20m,0.18m,N/A,N/A,0.01m
Mahjongg Mysteries: Ancient Egypt    ,DS,0.20m,0.07m,0.11m,N/A,0.02m
Backyard Hockey    ,GBA,0.20m,0.14m,0.05m,N/A,0.00m
Rock Band Track Pack Volume 2    ,X360,0.20m,0.18m,0.01m,N/A,0.02m
Yoga: The first 100% Experience    ,Wii,0.20m,0.14m,0.04m,N/A,0.02m
Playboy: The Mansion    ,PS2,0.20m,0.10m,0.08m,N/A,0.03m
X-Men Origins: Wolverine    ,DS,0.20m,0.15m,0.03m,N/A,0.02m
Jikkyou Powerful Pro Yakyuu 2010    ,PSP,0.20m,N/A,N/A,0.20m,N/A
Tom Clancy's Splinter Cell: Essentials    ,PSP,0.20m,0.17m,0.01m,N/A,0.02m
Agents of Mayhem    ,PS4,0.20m,0.08m,0.08m,N/A,0.03m
Ore no Shikabane o Koete Yuke    ,PSP,0.20m,N/A,N/A,0.20m,N/A
Captain America: Super Soldier    ,PS3,0.20m,0.10m,0.07m,N/A,0.03m
Shaman King: Spirit of Shamans    ,PS,0.20m,N/A,N/A,0.18m,0.01m
Tiger Woods PGA Tour 06    ,PSP,0.20m,0.18m,N/A,N/A,0.01m
Ratatouille    ,GBA,0.20m,0.14m,0.05m,N/A,0.00m
The Fairly Odd Parents: Enter the Cleft    ,GBA,0.20m,0.14m,0.05m,N/A,0.00m
Armored Core 4    ,PS3,0.20m,0.09m,0.00m,0.09m,0.01m
Shin Megami Tensei: Strange Journey Redux    ,3DS,0.20m,0.08m,0.01m,0.10m,0.01m
Baja: Edge of Control    ,X360,0.20m,0.12m,0.06m,N/A,0.02m
MC Groovz Dance Craze    ,GC,0.20m,0.15m,0.04m,N/A,0.01m
No More Heroes: Heroes' Paradise    ,PS3,0.20m,0.10m,0.04m,0.04m,0.02m
The Thing    ,XB,0.20m,0.15m,0.04m,N/A,0.01m
Tom and Jerry in House Trap    ,PS,0.20m,0.11m,0.07m,N/A,0.01m
Power Rangers: Time Force    ,GBA,0.20m,0.14m,0.05m,N/A,0.00m
Chronicles of Mystery: Curse of the Ancient Temple    ,DS,0.20m,0.07m,0.10m,N/A,0.02m
MotoGP 14     ,PS4,0.20m,0.05m,0.11m,N/A,0.03m
Total War: Shogun 2 - Fall of the Samurai    ,PC,0.20m,0.07m,0.10m,N/A,0.02m
Jikkyou Powerful Pro Yakyuu 2011    ,PSP,0.20m,N/A,N/A,0.20m,N/A
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan    ,DS,0.20m,N/A,N/A,0.20m,N/A
Baldur's Gate: Dark Alliance    ,XB,0.20m,0.15m,0.04m,N/A,0.01m
Prince of Persia: Warrior Within    ,GC,0.20m,0.15m,0.04m,N/A,0.01m
Warriors Orochi    ,X360,0.20m,0.17m,0.01m,N/A,0.02m
Aikatsu! Cinderella Lesson    ,3DS,0.20m,N/A,N/A,0.20m,N/A
UFC: Tapout    ,XB,0.20m,0.14m,0.05m,N/A,0.01m
Batman: Return to Arkham    ,XOne,0.20m,0.12m,0.06m,N/A,0.02m
Way of the Samurai 4    ,PS3,0.20m,N/A,0.03m,0.16m,0.01m
Predator: Concrete Jungle    ,PS2,0.20m,0.10m,0.07m,N/A,0.03m
Big Mutha Truckers 2    ,PS2,0.20m,0.10m,0.07m,N/A,0.03m
The Naked Brothers Band: The Video Game    ,DS,0.20m,0.18m,N/A,N/A,0.01m
Injustice: Gods Among Us    ,WiiU,0.20m,0.09m,0.09m,0.00m,0.02m
X-Men Origins: Wolverine    ,PSP,0.20m,0.13m,0.04m,N/A,0.03m
NHL FaceOff 2001    ,PS2,0.20m,0.10m,0.07m,N/A,0.02m
Mana Khemia 2: Fall of Alchemy    ,PS2,0.20m,0.07m,0.05m,0.05m,0.02m
The Great Escape    ,PS2,0.20m,0.10m,0.07m,N/A,0.02m
Dead or Alive Paradise    ,PSP,0.20m,0.08m,0.02m,0.07m,0.02m
Dexter's Lab Chess Challenge    ,GBA,0.20m,0.14m,0.05m,N/A,0.00m
Shutter Island    ,PC,0.20m,N/A,0.17m,N/A,0.03m
Big Mutha Truckers    ,XB,0.19m,0.15m,0.04m,N/A,0.01m
ESA Foundation Compilation    ,PS2,0.19m,0.10m,0.07m,N/A,0.02m
Nascar Unleashed    ,3DS,0.19m,0.18m,N/A,N/A,0.02m
The Hobbit    ,GBA,0.19m,0.14m,0.05m,N/A,0.00m
Odin Sphere: Leifthrasir    ,PSV,0.19m,0.05m,0.02m,0.10m,0.02m
Need for Speed: The Run    ,3DS,0.19m,0.09m,0.09m,N/A,0.02m
The King of Fighters XI    ,PS2,0.19m,0.07m,0.06m,0.04m,0.02m
Harry Potter and the Goblet of Fire    ,PSP,0.19m,0.17m,0.00m,N/A,0.02m
Family Guy    ,PSP,0.19m,0.18m,0.00m,N/A,0.02m
Rune Factory: Tides of Destiny    ,Wii,0.19m,0.13m,N/A,0.06m,0.01m
Dragon Ball Z: Idainaru Dragon Ball Densetsu    ,PS,0.19m,N/A,N/A,0.18m,0.01m
Pac-Man & Galaga Dimensions    ,3DS,0.19m,0.10m,0.04m,0.04m,0.01m
Valkyria Chronicles 4    ,NS,0.19m,0.12m,0.04m,0.02m,0.02m
NBA Ballers: Chosen One    ,X360,0.19m,0.18m,0.00m,N/A,0.02m
Spectrobes: Origins    ,Wii,0.19m,0.16m,0.02m,N/A,0.01m
Iron Chef America: Supreme Cuisine    ,DS,0.19m,0.18m,N/A,N/A,0.01m
Sniper Elite    ,PS2,0.19m,0.10m,0.07m,N/A,0.02m
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS    ,DS,0.19m,N/A,N/A,0.19m,N/A
Parlor! Mini 4    ,SNES,0.19m,N/A,N/A,0.19m,N/A
Breath of Fire II    ,GBA,0.19m,0.14m,0.05m,N/A,0.00m
Danganronpa 2: Goodbye Despair    ,PSP,0.19m,N/A,N/A,0.19m,N/A
Conan    ,X360,0.19m,0.16m,0.02m,N/A,0.01m
Ice Age 2: The Meltdown    ,GC,0.19m,0.15m,0.04m,N/A,0.01m
Petz Pony: Beauty Pageant    ,DS,0.19m,0.18m,N/A,N/A,0.01m
Steins;Gate    ,PSP,0.19m,N/A,N/A,0.19m,N/A
Dinotopia: The Timestone Pirates    ,GBA,0.19m,0.14m,0.05m,N/A,0.00m
Dishonored: Definitive Edition    ,XOne,0.19m,0.13m,0.05m,N/A,0.02m
Power Pro Kun Pocket 12    ,DS,0.19m,N/A,N/A,0.19m,N/A
Rise of the Argonauts    ,PS3,0.19m,0.05m,0.12m,N/A,0.03m
Peter Jackson's King Kong: The Official Game of the Movie    ,PSP,0.19m,0.16m,0.01m,N/A,0.02m
One Piece: Burning Blood    ,XOne,0.19m,0.11m,0.07m,N/A,0.02m
Rock Band Country Track Pack    ,PS3,0.19m,0.18m,N/A,N/A,0.02m
New Love Plus    ,3DS,0.19m,N/A,N/A,0.19m,N/A
J-League Jikkyou Winning Eleven 3    ,PS,0.19m,N/A,N/A,0.18m,0.01m
Are You Smarter Than a 5th Grader? Back to School    ,Wii,0.19m,0.18m,N/A,N/A,0.02m
We Wish You A Merry Christmas    ,Wii,0.19m,0.13m,0.04m,N/A,0.02m
Jissen Pachi-Slot Hisshouhou    ,SNES,0.19m,N/A,N/A,0.19m,N/A
Hot Wheels: Track Attack    ,Wii,0.19m,0.14m,0.04m,N/A,0.01m
Manhunt    ,XB,0.19m,0.14m,0.04m,N/A,0.01m
Pet Zombies    ,3DS,0.19m,0.18m,N/A,N/A,0.02m
Dynasty Warriors: Gundam 2    ,X360,0.19m,0.07m,0.03m,0.08m,0.01m
NCAA Final Four 2003    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Aliens vs Predator    ,PC,0.19m,N/A,0.17m,N/A,0.02m
Quantum Theory    ,PS3,0.19m,0.05m,0.09m,0.02m,0.03m
Dream Salon    ,DS,0.19m,0.18m,N/A,N/A,0.01m
Scene It? Twilight    ,DS,0.19m,0.11m,0.07m,N/A,0.02m
The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou    ,3DS,0.19m,N/A,N/A,0.19m,N/A
101-in-1 Explosive Megamix    ,DS,0.19m,0.05m,0.13m,N/A,0.02m
J-League Excite Stage '96    ,SNES,0.19m,N/A,N/A,0.19m,0.00m
The Smurfs 2    ,DS,0.19m,N/A,0.18m,N/A,0.01m
Nobunaga no Yabou: Souzou    ,PS3,0.19m,N/A,N/A,0.19m,N/A
Shiren the Wanderer    ,Wii,0.19m,0.08m,N/A,0.11m,0.01m
Breath of Fire: Dragon Quarter    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Spore Hero Arena    ,DS,0.19m,0.18m,0.00m,N/A,0.01m
Jikkyou J-League Perfect Striker    ,N64,0.19m,N/A,N/A,0.19m,0.00m
Super Robot Taisen: Scramble Commander    ,PS2,0.19m,N/A,N/A,0.19m,N/A
Re-Volt    ,PS,0.19m,0.11m,0.07m,N/A,0.01m
Space Invaders Extreme 2    ,DS,0.19m,0.17m,0.01m,0.00m,0.01m
Descent    ,PS,0.19m,0.11m,0.07m,N/A,0.01m
Conflict: Denied Ops    ,X360,0.19m,0.08m,0.09m,N/A,0.02m
Enchanted Arms    ,X360,0.19m,0.16m,0.02m,N/A,0.01m
Test Drive Unlimited 2    ,PC,0.19m,0.05m,0.11m,N/A,0.03m
SpongeBob SquigglePants 3D    ,3DS,0.19m,0.13m,0.05m,N/A,0.02m
South Park: The Stick of Truth    ,PC,0.19m,0.07m,0.10m,N/A,0.02m
Taiko no Tatsujin: Wii U Version!    ,WiiU,0.19m,N/A,N/A,0.19m,N/A
Disney's Magical Mirror Starring Mickey Mouse    ,GC,0.19m,0.15m,0.04m,N/A,0.01m
Dawn of Discovery    ,Wii,0.19m,0.12m,0.06m,N/A,0.01m
FIFA 17    ,PC,0.19m,N/A,0.18m,N/A,0.01m
Barbie Fashion Show: An Eye for Style    ,DS,0.19m,0.18m,0.00m,N/A,0.01m
Final Fantasy XI: Online    ,X360,0.19m,0.17m,0.01m,N/A,0.01m
IHRA Professional Drag Racing 2005    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
SpongeBob's Surf & Skate Roadtrip    ,X360,0.19m,0.15m,0.03m,N/A,0.02m
Mace Griffin: Bounty Hunter    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
The Spiderwick Chronicles    ,Wii,0.19m,0.17m,0.01m,N/A,0.01m
Legacy of Kain: Defiance    ,XB,0.19m,0.14m,0.04m,N/A,0.01m
Trivial Pursuit unhinged    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Tales of the World: Narikiri Dungeon 2    ,GBA,0.19m,N/A,N/A,0.19m,0.00m
Majin and the Forsaken Kingdom    ,X360,0.19m,0.14m,0.03m,0.00m,0.01m
Aliens versus Predator: Extinction    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Silent Scope 2: Dark Silhouette    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Dave Mirra Freestyle BMX 2    ,GBA,0.19m,0.14m,0.05m,N/A,0.00m
Super Street Fighter IV: Arcade Edition    ,X360,0.19m,0.12m,0.03m,0.03m,0.01m
International Cricket 2010    ,PS3,0.19m,N/A,0.15m,N/A,0.04m
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban    ,SNES,0.19m,N/A,N/A,0.19m,0.00m
NHL Hitz Pro    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Tokimeki Memorial Girl's Side 3rd Story    ,DS,0.19m,N/A,N/A,0.19m,N/A
I SPY castle    ,DS,0.19m,0.17m,N/A,N/A,0.02m
Avatar: The Last Airbender - Into the Inferno    ,Wii,0.19m,0.17m,0.01m,N/A,0.01m
Allied General    ,PS,0.19m,0.11m,0.07m,N/A,0.01m
Call of Duty: WWII    ,PC,0.19m,0.07m,0.11m,N/A,0.01m
Fire ProWrestling G    ,PS,0.19m,N/A,N/A,0.18m,0.01m
Kamen Rider: Battride War    ,PS3,0.19m,N/A,N/A,0.19m,N/A
Naruto: Ninja Destiny    ,DS,0.19m,0.02m,0.01m,0.16m,0.00m
WWE All Stars    ,Wii,0.19m,0.10m,0.07m,N/A,0.02m
Elite: Dangerous    ,PS4,0.19m,0.06m,0.10m,N/A,0.03m
Namco Museum Megamix    ,Wii,0.19m,0.17m,N/A,N/A,0.02m
Stronghold 3    ,PC,0.19m,0.06m,0.13m,N/A,N/A
Schlag den Raab    ,Wii,0.19m,N/A,0.17m,N/A,0.02m
Supreme Commander 2    ,PC,0.19m,N/A,0.15m,N/A,0.04m
Singstar: Ultimate Party    ,PS4,0.19m,N/A,0.16m,N/A,0.03m
Spider-Man: Shattered Dimensions    ,DS,0.19m,0.17m,0.01m,N/A,0.01m
GunGriffon    ,SAT,0.19m,N/A,N/A,0.19m,0.00m
Kuma-Tomo    ,3DS,0.19m,N/A,N/A,0.19m,N/A
SingStar Pop Vol.2    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
SNK Arcade Classics Vol. 1    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Darkstalkers 3    ,PS,0.19m,0.11m,0.07m,N/A,0.01m
Phantasy Star Nova    ,PSV,0.19m,N/A,N/A,0.19m,N/A
Chaotic: Shadow Warriors    ,Wii,0.19m,0.18m,N/A,N/A,0.01m
Frequency    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Tomb Raider: Underworld    ,DS,0.19m,0.15m,0.02m,N/A,0.01m
Inazuma Eleven Strikers 2012 Xtreme    ,Wii,0.19m,N/A,N/A,0.19m,N/A
The Polar Express    ,GBA,0.19m,0.14m,0.05m,N/A,0.00m
Project X Zone 2    ,3DS,0.19m,0.06m,0.04m,0.09m,0.01m
Silent Hill HD Collection    ,X360,0.19m,0.11m,0.06m,0.01m,0.02m
NBA Live 19    ,PS4,0.19m,0.15m,N/A,N/A,0.04m
Arc Rise Fantasia    ,Wii,0.19m,0.12m,N/A,0.06m,0.01m
2002 FIFA World Cup    ,XB,0.19m,0.14m,0.04m,N/A,0.01m
Captain Toad: Treasure Tracker    ,3DS,0.19m,0.06m,0.04m,0.08m,0.01m
Heavy Fire: Afghanistan    ,PS3,0.19m,0.17m,N/A,N/A,0.03m
Jampack: Summer 2003 (RP-T)    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Arcade Shooting Gallery    ,Wii,0.19m,0.18m,N/A,N/A,0.01m
IL-2 Sturmovik: Birds of Prey    ,PSP,0.19m,0.08m,0.07m,N/A,0.04m
Mystery Tales of Time Travel    ,DS,0.19m,0.01m,0.15m,N/A,0.02m
LEGO Marvel's Avengers    ,PSV,0.19m,0.03m,0.12m,N/A,0.04m
Dengeki Bunko Fighting Climax    ,PS3,0.19m,0.07m,0.00m,0.10m,0.02m
Frogger's Adventures 2: The Lost Wand    ,GBA,0.19m,0.14m,0.05m,N/A,0.00m
Sudeki    ,XB,0.19m,0.14m,0.04m,N/A,0.01m
Ice Age: Dawn of the Dinosaurs    ,PS3,0.19m,0.13m,0.04m,N/A,0.02m
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu    ",PSP,0.19m,N/A,N/A,0.19m,N/A
AeroFighters Assault    ,N64,0.19m,0.15m,0.04m,N/A,0.00m
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales)    ,N64,0.19m,N/A,N/A,0.19m,0.00m
Hexen    ,N64,0.19m,0.15m,0.04m,N/A,0.00m
Mace: The Dark Age    ,N64,0.19m,0.15m,0.04m,N/A,0.00m
Puyo Puyo Sun 64    ,N64,0.19m,N/A,N/A,0.16m,0.03m
Quake    ,N64,0.19m,0.15m,0.04m,N/A,0.00m
Sesame Street: Elmo's Number Journey    ,N64,0.19m,0.15m,0.04m,N/A,0.00m
Tottadoo! Yoiko no Mujintou Seikatsu    ,DS,0.19m,N/A,N/A,0.19m,N/A
Teenage Mutant Ninja Turtles 2: Battle Nexus    ,GC,0.19m,0.15m,0.04m,N/A,0.01m
Barbie Horse Adventures: Riding Camp    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
SSX Tricky    ,GBA,0.19m,0.14m,0.05m,N/A,0.00m
Air Conflicts: Secret Wars    ,PS3,0.19m,0.10m,0.06m,N/A,0.03m
Kenka Banchou 4: Ichinen Sensou    ,PSP,0.19m,N/A,N/A,0.19m,N/A
Transformers: Prime    ,3DS,0.19m,0.14m,0.03m,N/A,0.02m
NBA 2K11    ,PC,0.19m,0.18m,N/A,N/A,0.01m
Dead Space 3    ,PC,0.19m,0.02m,0.16m,N/A,0.01m
Warhammer: Shadow of the Horned Rat    ,PS,0.19m,0.11m,0.07m,N/A,0.01m
50 Cent: Blood on the Sand    ,PS3,0.19m,0.10m,0.06m,0.01m,0.03m
FaceBreaker    ,X360,0.19m,0.15m,0.02m,N/A,0.01m
Pro Yakyuu Team o Tsukurou!    ,DS,0.19m,N/A,N/A,0.19m,N/A
ESPN International Track & Field    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Toukiden Kiwami    ,PS4,0.19m,0.06m,0.07m,0.03m,0.03m
DanceDanceRevolution    ,PS3,0.19m,0.12m,0.05m,N/A,0.02m
Dark Souls II    ,PC,0.19m,0.09m,0.08m,N/A,0.02m
Lunar Legend    ,GBA,0.19m,0.14m,0.05m,N/A,0.00m
Conflict: Global Terror    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Death Jr.    ,PSP,0.19m,0.17m,0.00m,N/A,0.01m
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion    ,PS2,0.19m,N/A,N/A,0.19m,N/A
The Walking Dead: Season Two    ,PS3,0.19m,0.09m,0.06m,N/A,0.03m
3rd Super Robot Wars Z Jigoku Hen    ,PSV,0.19m,N/A,N/A,0.19m,N/A
Cabela's Survival: Shadows of Katmai    ,PS3,0.19m,0.11m,0.05m,N/A,0.03m
Hulk    ,GC,0.19m,0.15m,0.04m,N/A,0.01m
Boogie    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Gungrave    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Phantasy Star Universe    ,PS2,0.19m,N/A,N/A,0.19m,N/A
Transworld Surf    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Tenchu: Fatal Shadows    ,PS2,0.19m,0.09m,0.07m,N/A,0.02m
Magical ZhuZhu Princess: Carriages & Castles    ,DS,0.19m,0.13m,0.04m,N/A,0.02m
Jurassic: The Hunted    ,PS3,0.19m,0.17m,N/A,N/A,0.02m
Reel Fishing Paradise 3D    ,3DS,0.19m,0.12m,N/A,0.06m,0.01m
Fairy Fencer F    ,PS3,0.19m,0.05m,0.03m,0.09m,0.02m
Street Fighter 30th Anniversary Collection    ,NS,0.19m,0.12m,0.04m,0.01m,0.02m
The Legend of Spyro: A New Beginning    ,GC,0.19m,0.15m,0.04m,N/A,0.01m
Fantasia: Music Evolved    ,XOne,0.19m,0.14m,0.03m,N/A,0.02m
International Soccer    ,2600,0.19m,0.18m,0.01m,N/A,0.00m
Armored Core: For Answer    ,PS3,0.19m,0.06m,0.02m,0.10m,0.01m
Princess Maker: Yumemiru Yosei    ,PS,0.19m,N/A,N/A,0.18m,0.01m
Conflict: Denied Ops    ,PS3,0.19m,0.05m,0.10m,N/A,0.03m
Squeeballs Party    ,Wii,0.19m,0.17m,0.00m,N/A,0.01m
Where's Waldo? The Fantastic Journey    ,Wii,0.19m,0.17m,N/A,N/A,0.01m
Big Air    ,PS,0.19m,0.10m,0.07m,N/A,0.01m
Farmtopia    ,DS,0.19m,0.18m,N/A,N/A,0.01m
Shining Force II    ,GEN,0.19m,N/A,N/A,0.19m,N/A
Gallop Racer    ,PS,0.19m,N/A,N/A,0.18m,0.01m
Harry Potter and the Prisoner of Azkaban    ,XB,0.19m,0.14m,0.04m,N/A,0.01m
Sudoku Gridmaster (JP sales)    ,DS,0.19m,N/A,N/A,0.19m,N/A
Remember Me    ,X360,0.19m,0.11m,0.06m,N/A,0.02m
Driver: San Francisco    ,PC,0.19m,0.06m,0.10m,N/A,0.03m
College Slam    ,PS,0.19m,0.10m,0.07m,N/A,0.01m
Monsters vs. Aliens    ,PS2,0.19m,0.11m,0.00m,N/A,0.08m
How to Train Your Dragon 2    ,Wii,0.19m,0.04m,0.14m,N/A,0.01m
Creed: Rise to Glory    ,PS4,0.19m,0.15m,N/A,N/A,0.04m
